CENSUS_YEAR;WARD;DWELLING_TYPE;DWELLING_TYPE_CODE;DWELLING_TYPE_DESCRIPTION;DWELLING_CNT;RESIDENT_CNT;OCPD_DWELLING_CNT;VACANT_DWELLING_CNT;OCPD_OWNERSHIP_CNT;RENOVATION_DWELLING_CNT;UNDER_CONST_DWELLING_CNT;INACTIVE_CNT;OTHER_PURPOSE_CNT
01/01/2019 12:00:00 AM;12;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;141;202;117;19;20;0;0;2;3
01/01/2019 12:00:00 AM;12;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;94;102;82;11;2;0;0;0;1
01/01/2019 12:00:00 AM;12;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;24;790;24;0;0;0;0;0;0
01/01/2019 12:00:00 AM;12;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;1;39;1;0;0;0;0;0;0
01/01/2019 12:00:00 AM;12;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;4;0;0;4;0;0;0;0;0
01/01/2019 12:00:00 AM;13;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;23,726;71,383;23,185;315;20,125;28;159;6;33
01/01/2019 12:00:00 AM;13;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;1,460;3,365;1,380;42;1,091;4;32;1;1
01/01/2019 12:00:00 AM;13;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;8;14;7;1;5;0;0;0;0
01/01/2019 12:00:00 AM;13;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;4,105;7,030;3,772;198;2,035;4;115;9;7
01/01/2019 12:00:00 AM;13;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;3,862;8,219;3,539;115;2,230;5;188;11;4
01/01/2019 12:00:00 AM;13;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;4;2;4;0;0;0;0;0;0
01/01/2019 12:00:00 AM;13;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;296;533;244;45;23;1;0;6;0
01/01/2019 12:00:00 AM;13;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;6;662;5;1;0;0;0;0;0
01/01/2019 12:00:00 AM;13;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;1;27;1;0;0;0;0;0;0
01/01/2019 12:00:00 AM;14;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;25,956;74,157;25,352;334;23,420;60;161;11;38
01/01/2019 12:00:00 AM;14;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;2,221;5,220;2,133;48;1,739;7;24;2;7
01/01/2019 12:00:00 AM;14;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;14;25;12;2;9;0;0;0;0
01/01/2019 12:00:00 AM;14;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;3,453;5,125;3,118;314;1,415;3;3;2;13
01/01/2019 12:00:00 AM;14;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;3,202;7,009;2,951;138;1,795;5;96;1;11
01/01/2019 12:00:00 AM;14;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;210;325;169;30;22;1;1;9;0
01/01/2019 12:00:00 AM;14;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;2;4;1;1;0;0;0;0;0
01/01/2018 12:00:00 AM;3;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;17,491;57,051;17,074;209;15,135;23;153;12;20
01/01/2018 12:00:00 AM;3;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;1,142;2,838;1,084;25;843;1;16;2;14
01/01/2019 12:00:00 AM;14;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;7;1,318;7;0;0;0;0;0;0
01/01/2019 12:00:00 AM;14;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;2;0;0;2;0;0;0;0;0
01/01/2018 12:00:00 AM;1;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;22,969;66,359;22,496;291;20,581;59;93;14;16
01/01/2018 12:00:00 AM;1;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;1,910;4,322;1,819;70;1,128;5;6;6;4
01/01/2018 12:00:00 AM;1;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;79;108;59;10;17;0;10;0;0
01/01/2018 12:00:00 AM;1;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;4,902;7,405;4,589;296;1,841;7;1;2;7
01/01/2018 12:00:00 AM;1;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;3,879;7,759;3,706;153;2,217;13;3;2;2
01/01/2018 12:00:00 AM;1;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;496;892;470;26;411;0;0;0;0
01/01/2018 12:00:00 AM;1;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;615;844;504;87;33;2;1;20;1
01/01/2018 12:00:00 AM;1;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;5;10;2;3;0;0;0;0;0
01/01/2018 12:00:00 AM;1;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;2;0;2;0;0;0;0;0;0
01/01/2018 12:00:00 AM;1;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;2;5;1;1;0;0;0;0;0
01/01/2018 12:00:00 AM;1;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;4;540;4;0;0;0;0;0;0
01/01/2018 12:00:00 AM;1;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;14;86;13;1;0;0;0;0;0
01/01/2018 12:00:00 AM;1;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;10;94;10;0;0;0;0;0;0
01/01/2018 12:00:00 AM;2;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;22,235;70,307;21,640;319;19,853;30;209;6;31
01/01/2018 12:00:00 AM;2;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;1,117;2,704;1,065;18;926;2;25;0;7
01/01/2018 12:00:00 AM;2;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;97;207;95;2;80;0;0;0;0
01/01/2018 12:00:00 AM;2;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;3,146;4,474;2,538;352;1,438;8;234;3;11
01/01/2018 12:00:00 AM;2;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;4,333;9,288;3,983;169;2,926;6;155;1;19
01/01/2018 12:00:00 AM;2;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;310;466;301;8;295;0;0;1;0
01/01/2018 12:00:00 AM;2;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;219;368;185;23;27;2;0;8;1
01/01/2018 12:00:00 AM;2;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;6;690;6;0;0;0;0;0;0
01/01/2018 12:00:00 AM;2;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;4;970;3;1;0;0;0;0;0
01/01/2018 12:00:00 AM;2;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;1;1;1;0;0;0;0;0;0
01/01/2018 12:00:00 AM;3;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;95;186;92;3;31;0;0;0;0
01/01/2018 12:00:00 AM;3;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;2,553;4,143;2,321;130;1,451;8;59;35;0
01/01/2018 12:00:00 AM;3;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;2,187;4,945;2,058;63;1,297;3;52;5;6
01/01/2018 12:00:00 AM;3;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;2;0;0;0;0;0;0;0;2
01/01/2018 12:00:00 AM;3;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;259;432;195;45;32;1;0;18;0
01/01/2018 12:00:00 AM;3;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;3;282;3;0;0;0;0;0;0
